ref,t,emg1,emg2,emg1raw,emg2raw,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH
0,0
0,0.01111111
0,0.02222222
0,0.03333334
0,0.04444445
0,0.05555556
0,0.06666667
0,0.07777778
0,0.08888889
0,0.1
0,0.1111111
0,0.1222222
0,0.1333333
0,0.1444445
0,0.1555556
0,0.1666667
0,0.1777778
0,0.1888889
0,0.2
0,0.2111111
0,0.2222222
0,0.2333333
0,0.2444444
0,0.2555556
0,0.2666667
0,0.2777778
0,0.2888889
0,0.3
0,0.3111111
0,0.3222222
0,0.3333333
0,0.3444445
0,0.3555556
0,0.3666667
0,0.3777778
0,0.3888889
0,0.4
0,0.4111111
0,0.4222222
0,0.4333333
0,0.4444444
0,0.4555556
0,0.4666667
0,0.4777778
0,0.4888889
0,0.5
0,0.5111111
0,0.5222223
0,0.5333334
0,0.5444446
0,0.5555557
0,0.5666668
0,0.577778
0,0.5888891
0,0.6000003
0,0.6111114
0,0.6222225
0,0.6333337
0,0.6444448
0,0.655556
0,0.6666671
0,0.6777782
0,0.6888894
0,0.7000005
0,0.7111117
0,0.7222228
0,0.7333339
0,0.7444451
0,0.7555562
0,0.7666674
0,0.7777785
0,0.7888896
0,0.8000008
0,0.8111119
0,0.8222231
0,0.8333342
0,0.8444453
0,0.8555565
0,0.8666676
0,0.8777788
0,0.8888899
0,0.900001
0,0.9111122
0,0.9222233
0,0.9333345
0,0.9444456
0,0.9555568
0,0.9666679
0,0.977779
0,0.9888902
0,1.000001
0,1.011112
0,1.022224
0,1.033335
0,1.044446
0,1.055557
0,1.066668
0,1.077779
0,1.08889
0,1.100002
0,1.111113
0,1.122224
0,1.133335
0,1.144446
0,1.155557
0,1.166668
0,1.17778
0,1.188891
0,1.200002
0,1.211113
0,1.222224
0,1.233335
0,1.244446
0,1.255558
0,1.266669
0,1.27778
0,1.288891
0,1.300002
0,1.311113
0,1.322224
0,1.333336
0,1.344447
0,1.355558
0,1.366669
0,1.37778
0,1.388891
0,1.400002
0,1.411114
0,1.422225
0,1.433336
0,1.444447
0,1.455558
0,1.466669
0,1.47778
0,1.488891
0,1.500003
0,1.511114
0,1.522225
0,1.533336
0,1.544447
0,1.555558
0,1.566669
0,1.577781
0,1.588892
0,1.600003
0,1.611114
0,1.622225
0,1.633336
0,1.644447
0,1.655559
0,1.66667
0,1.677781
0,1.688892
0,1.700003
